fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,symbol
2014-12-31,USD,38884000000,9864000000,2085000000,4580000000,3684000000,900000000,31961000000,1861000000,None,23148000000,11395000000,11753000000,78000000,3028000000,2495000000,200000000,896000000,10942000000,5798000000,135000000,79000000,None,3149000000,6066000000,None,None,None,None,None,2435000000,1005000000,27942000000,None,9732000000,None,760000000,V
2014-09-30,USD,38569000000,9562000000,1971000000,3950000000,3703000000,913000000,32753000000,1892000000,2023000000,23164000000,11411000000,11753000000,4994000000,3015000000,1979000000,73000000,855000000,11156000000,6006000000,147000000,82000000,None,3780000000,6055000000,None,None,1332000000,None,None,1997000000,1005000000,27413000000,None,9131000000,None,762000000,V
2014-06-30,USD,37675000000,9025000000,2058000000,5169000000,3115000000,824000000,31364000000,1772000000,None,23168000000,11427000000,11741000000,None,2798000000,2006000000,221000000,828000000,10389000000,5314000000,101000000,None,None,1307000000,5833000000,None,None,None,None,None,5213000000,905000000,27286000000,None,8909000000,None,766000000,V
2014-03-31,USD,37263000000,8507000000,1820000000,4599000000,3141000000,832000000,31733000000,1760000000,None,22998000000,11317000000,11681000000,None,3066000000,1674000000,255000000,843000000,9968000000,4961000000,114000000,None,None,1099000000,5748000000,None,None,None,None,None,4847000000,861000000,27295000000,None,8714000000,None,771000000,V
2013-12-31,USD,36248000000,7765000000,2121000000,4139000000,1692000000,840000000,31425000000,1746000000,None,23015000000,11334000000,11681000000,None,3040000000,1969000000,235000000,584000000,9234000000,4385000000,101000000,72000000,None,2174000000,5388000000,None,None,None,None,None,2038000000,689000000,27014000000,None,8269000000,None,776000000,V
2013-09-30,USD,35956000000,7822000000,2186000000,4304000000,1583000000,761000000,31043000000,1732000000,1707000000,23032000000,11351000000,11681000000,4754000000,2760000000,2069000000,53000000,521000000,9086000000,4335000000,184000000,60000000,None,2306000000,5204000000,None,None,None,None,None,1785000000,602000000,26870000000,None,7974000000,None,780000000,V
2013-06-30,USD,35285000000,6941000000,1453000000,3397000000,1515000000,779000000,31448000000,1689000000,None,23049000000,11368000000,11681000000,5084000000,3189000000,1895000000,240000000,332000000,8282000000,3671000000,131000000,None,None,817000000,4611000000,None,None,None,None,None,3540000000,568000000,27003000000,None,7989000000,None,787000000,V
2013-03-31,USD,35059000000,6914000000,1377000000,2768000000,1527000000,802000000,31019000000,1674000000,None,23066000000,11385000000,11681000000,4316000000,2974000000,1342000000,215000000,331000000,8164000000,3539000000,118000000,None,None,722000000,4625000000,None,None,None,None,None,3421000000,579000000,26895000000,None,7723000000,None,793000000,V
2012-12-31,USD,35859000000,7387000000,1334000000,2834000000,1433000000,801000000,31833000000,1641000000,None,23084000000,11403000000,11681000000,4852000000,3401000000,1451000000,168000000,306000000,8271000000,3747000000,114000000,None,None,1072000000,4524000000,None,None,None,None,None,3633000000,467000000,27588000000,None,7997000000,None,804000000,V
2012-09-30,USD,40013000000,11786000000,2074000000,7249000000,6581000000,723000000,31517000000,1634000000,1447000000,23101000000,11420000000,11681000000,7986000000,3283000000,743000000,40000000,151000000,12383000000,7954000000,152000000,59000000,None,719000000,4707000000,None,None,None,None,None,1653000000,371000000,27630000000,None,7809000000,None,811000000,V
2012-06-30,USD,38741000000,10899000000,1558000000,6585000000,6250000000,793000000,30668000000,1581000000,None,23118000000,11437000000,11681000000,3668000000,2923000000,745000000,1110000000,123000000,12583000000,7854000000,111000000,None,None,747000000,4729000000,None,None,None,None,None,1649000000,785000000,26158000000,None,6411000000,None,810000000,V
2012-03-31,USD,36846000000,10295000000,2042000000,7239000000,5044000000,655000000,28149000000,1540000000,None,23105000000,11437000000,11668000000,2611000000,1696000000,915000000,1131000000,112000000,8325000000,3587000000,75000000,None,None,702000000,5319000000,None,None,None,None,None,3512000000,797000000,28521000000,None,8688000000,None,814000000,V
2011-12-31,USD,35768000000,9978000000,1942000000,7093000000,4985000000,629000000,26583000000,1542000000,None,23122000000,11454000000,11668000000,1698000000,899000000,799000000,1114000000,121000000,8467000000,3537000000,87000000,None,None,426000000,4930000000,None,None,None,None,None,3450000000,718000000,27301000000,None,7544000000,None,813000000,V
2011-09-30,USD,34760000000,9190000000,2127000000,6255000000,3611000000,560000000,26325000000,1541000000,1208000000,23104000000,11436000000,11668000000,4078000000,811000000,1271000000,27000000,129000000,8323000000,3451000000,169000000,63000000,None,449000000,5433000000,None,None,None,None,None,1459000000,667000000,26437000000,-26437000000,6706000000,None,812000000,V
2011-06-30,USD,34447000000,9516000000,3600000000,6747000000,3648000000,551000000,24829000000,1510000000,None,23121000000,11453000000,11668000000,227000000,7000000,220000000,1092000000,184000000,8395000000,3531000000,93000000,None,None,13000000,4864000000,None,22000000,13000000,22000000,35000000,1503000000,588000000,26050000000,-26052000000,6130000000,None,816000000,V
2011-03-31,USD,34422000000,9606000000,3512000000,6706000000,3940000000,538000000,24708000000,1453000000,None,23052000000,11464000000,11588000000,None,7000000,197000000,1022000000,189000000,8268000000,3465000000,86000000,None,None,12000000,4803000000,None,25000000,12000000,25000000,37000000,1401000000,573000000,26151000000,-26154000000,5707000000,None,910000000,V
